Date	number of bedrooms	number of bathrooms	living area	lot area	number of floors	waterfront present	number of views	condition of the house	grade of the house	Area of the house(excluding basement)	Area of the basement	Built Year	Renovation Year	Postal Code	Lattitude	Longitude	living_area_renov	lot_area_renov	Number of schools nearby	Distance from the airport	Price
42543	2	1.0	860	2599	1.0	0	0	4	6	860	0	1901	0	122026	52.905	-114.569	1300	3900	2	80	405000
42651	4	4.5	6380	88714	2.0	0	0	3	12	6380	0	2006	0	122011	52.7892	-114.205	3040	7113	3	80	1820000
42565	3	1.75	1300	8099	1.0	0	0	4	7	1080	220	1976	0	122053	52.7326	-114.362	1270	8099	2	66	275000
42614	4	3.25	4110	14219	2.0	0	2	4	10	2570	1540	1979	0	122058	52.9682	-114.454	2760	12283	1	59	825000
42544	2	1.75	1210	7507	1.0	0	0	3	7	1210	0	1982	0	122033	52.9378	-114.424	1840	7500	1	67	342500
42642	3	0.75	1040	42180	1.0	0	0	2	6	1040	0	1947	0	122042	52.6818	-114.389	1270	24090	3	59	170000
42641	3	2.5	4110	35741	2.0	0	0	3	7	4110	0	1976	0	122010	52.8942	-114.361	2710	8865	3	62	1030000
42494	4	1.0	1390	4240	1.0	0	0	3	7	1050	340	1924	0	122028	52.8896	-114.528	1810	4240	1	68	657100
42694	3	2.75	2100	20150	1.0	0	0	4	7	2100	0	1955	0	122033	52.9506	-114.438	2100	15500	2	53	530000
42622	3	1.75	1510	11120	1.0	0	0	4	8	1510	0	1984	0	122049	52.8231	-114.348	2660	10800	2	77	490000
42686	3	1.0	950	3621	1.0	0	0	4	6	950	0	1947	0	122054	52.805	-114.479	1540	4080	3	79	390000
42565	2	2.0	1440	213008	2.0	0	0	4	7	1440	0	1990	0	122069	52.5904	-114.647	1630	161172	1	76	430000
42511	4	3.0	3600	9200	1.0	0	4	4	9	2100	1500	1976	0	122029	52.8166	-114.306	2700	9775	1	65	1080000
42706	3	1.0	1050	9083	1.0	0	0	3	7	1050	0	1951	0	122014	52.9833	-114.497	1440	9071	1	79	325000
42544	3	1.75	2000	7560	1.0	0	0	4	7	1300	700	1968	0	122046	52.6646	-114.361	1900	8301	3	55	295000
42496	3	2.25	1170	1249	3.0	0	0	3	8	1170	0	2014	0	122026	52.9022	-114.571	1350	1310	3	59	519950
42719	4	2.25	2910	19168	2.0	0	0	3	9	2910	0	1988	0	122027	52.7765	-114.345	2780	10125	2	71	998000
42617	3	1.75	1330	9417	1.0	0	0	5	6	710	620	1936	0	122022	52.9531	-114.491	1690	7937	1	61	375000
42595	3	1.0	1460	5000	1.0	0	0	4	7	1460	0	1957	0	122042	52.6538	-114.387	1460	8500	1	63	220000
42610	3	1.75	1540	8885	1.0	0	0	4	7	1440	100	1980	0	122067	52.6331	-114.391	1540	12734	1	77	244000
42719	4	2.5	2242	37451	2.0	0	0	3	8	2242	0	1995	0	122058	52.9743	-114.418	2242	13125	1	77	490000
42712	5	3.0	2140	5937	1.0	0	0	3	7	1280	860	1978	0	122051	52.7759	-114.46	1820	6710	2	66	367777
42509	3	2.0	2020	8118	1.0	0	0	3	7	1020	1000	1963	0	122029	52.8166	-114.308	1670	8118	2	74	507500
42649	3	1.0	1470	7350	1.0	0	0	3	7	1470	0	1969	0	122066	52.5916	-114.476	1720	8050	3	61	240000
42642	3	2.5	1620	1171	3.0	0	4	3	8	1470	150	2008	0	122028	52.8981	-114.545	1620	1505	3	68	580000
42595	3	2.5	1550	930	2.0	0	0	3	8	1060	490	2006	0	122054	52.8157	-114.504	1550	1301	1	80	445000
42516	3	3.0	1296	1051	3.0	0	0	3	8	1296	0	2009	0	122022	52.9475	-114.474	1520	1939	2	72	399950
42531	4	1.75	2460	5100	1.5	0	0	5	7	1450	1010	1909	0	122006	52.9082	-114.49	1560	5100	3	57	735000
42571	3	2.0	1430	8919	1.0	0	0	3	7	1430	0	1992	0	122068	52.4418	-114.173	1580	8919	1	52	246500
42627	5	3.5	2950	7980	2.0	0	3	3	9	2350	600	2005	0	122008	52.7639	-114.048	2950	7980	2	51	615000
42663	3	1.5	1910	5000	1.5	0	0	4	7	1910	0	1922	1967	122072	52.5082	-114.402	1770	9068	2	56	247200
42538	2	1.0	1080	9435	1.0	0	0	3	6	1080	0	1958	0	122046	52.689	-114.371	1200	9210	1	59	230000
42734	3	1.0	900	4770	1.0	0	0	3	6	900	0	1969	2009	122018	52.5338	-114.552	900	3480	2	55	146000
42699	4	2.75	2110	8190	1.5	0	0	5	8	2110	0	1966	0	122029	52.8569	-114.29	2420	8400	2	66	746000
42721	4	2.5	3480	38985	2.0	0	0	3	10	3480	0	1989	0	122045	52.9195	-114.242	3630	36290	3	78	895000
42652	5	1.75	2660	10637	1.5	0	0	5	7	1670	990	1922	0	122006	52.9245	-114.482	1570	6825	3	75	760000
42708	5	3.0	2560	12480	1.0	0	0	3	8	1590	970	2012	0	122014	52.9957	-114.474	2500	17299	1	69	565000
42498	4	1.75	1750	5500	1.5	0	0	5	7	1050	700	1926	0	122007	52.9102	-114.578	1640	5500	1	58	460000
42543	3	1.75	1800	6000	1.0	0	0	5	7	900	900	1905	0	122028	52.9167	-114.539	1800	3000	3	76	471001
42509	2	1.75	1300	4000	2.0	0	0	3	7	1300	0	1948	0	122004	52.8987	-114.478	1350	4013	2	52	440000
42517	3	1.5	1430	9600	1.0	0	0	4	7	1430	0	1966	0	122015	52.7037	-114.34	1590	10240	1	70	266200
42726	3	1.5	1400	14850	1.5	0	0	4	7	1400	0	1910	0	122069	52.6771	-114.654	1350	14850	1	52	383000
42665	4	2.0	2990	102366	1.0	0	0	4	8	2990	0	1974	0	122023	52.5368	-114.278	2820	57140	2	59	510000
42679	4	4.25	5550	12968	2.0	0	0	3	11	5550	0	2005	0	122015	52.7605	-114.325	4750	13001	3	77	1500000
42585	2	1.0	800	1200	2.0	0	0	3	7	800	0	1999	0	122028	52.9269	-114.537	806	1200	3	67	269500
42621	2	1.0	1080	3600	1.0	0	0	3	7	1080	0	1922	0	122044	52.8378	-114.481	2230	4500	1	67	429000
42517	3	1.5	1300	12240	1.0	0	0	3	7	1300	0	1963	0	122058	52.967	-114.433	2040	9326	3	78	365000
42571	4	2.75	2200	8580	1.0	0	0	3	8	1860	340	1991	0	122018	52.525	-114.56	2290	7816	2	75	315000
42662	1	1.0	470	63737	1.0	0	2	5	5	470	0	1924	0	122068	52.4463	-114.174	1350	46762	2	52	192500
42546	6	3.5	3600	6875	2.0	0	0	3	8	2740	860	2004	0	122008	52.7701	-114.069	3150	6663	2	62	620000
42566	3	1.0	1170	3330	2.0	0	0	4	6	1170	0	1969	0	122023	52.5455	-114.372	1090	3330	1	79	192950
42593	2	1.0	820	4860	1.0	0	0	5	6	820	0	1955	0	122051	52.7598	-114.461	1240	6000	1	59	207000
42545	5	2.5	2980	5377	2.0	0	0	3	9	2980	0	2006	0	122005	52.9374	-114.291	3150	6593	2	62	739900
42687	4	2.0	2200	3060	1.0	0	0	3	7	1100	1100	1908	2000	122051	52.795	-114.474	1410	5100	1	62	358000
42517	4	2.0	2510	38141	1.0	0	0	3	9	2510	0	1960	0	122033	52.9519	-114.448	3180	11760	2	75	600000
42543	4	2.5	2300	7989	2.0	0	0	3	9	2300	0	1990	0	122019	52.8573	-114.224	2280	8835	2	73	560000
42495	4	2.5	3030	7864	2.0	0	0	3	9	3030	0	1999	0	122019	52.8375	-114.207	2790	7034	3	74	685000
42543	2	1.0	2550	21675	1.0	0	1	4	7	1610	940	1958	0	122043	52.6313	-114.509	2030	10591	1	76	446000
42662	4	2.5	3430	7508	2.0	0	0	3	10	3430	0	1998	0	122005	52.9166	-114.3	3110	8741	1	78	813000
42634	4	1.5	1980	113691	1.0	0	0	3	7	1980	0	1962	0	122036	52.7906	-114.043	1980	89298	2	62	400000
42491	3	2.5	2680	5539	2.0	0	0	3	8	2680	0	2013	0	122025	52.7061	-113.924	2990	6037	2	74	459990
42530	3	2.5	1780	6771	1.0	0	0	3	7	1230	550	1990	0	122034	52.7537	-114.543	1780	6771	3	78	310000
42516	3	1.5	1255	1374	3.0	0	0	3	7	1255	0	2004	0	122022	52.9445	-114.501	1307	1232	2	73	312000
42546	3	1.75	1570	15330	1.0	0	0	3	7	1080	490	1956	0	122031	52.6908	-114.53	1250	13330	2	63	164950
42497	3	2.5	1920	7229	2.0	0	0	3	8	1920	0	1993	0	122040	52.4959	-114.5	2310	8009	1	64	295000
42614	4	1.0	1430	8400	1.0	0	0	3	6	730	700	1969	0	122021	52.9717	-114.362	1310	8240	2	60	351000
42559	3	1.0	1200	7280	1.0	0	0	4	7	1200	0	1967	0	122066	52.6024	-114.467	1200	8400	1	54	215000
42586	3	1.5	1340	13560	1.0	0	0	3	7	1340	0	1968	0	122058	52.971	-114.424	1540	15000	3	70	309500
42699	3	2.5	1320	3150	2.0	0	0	3	7	1320	0	2005	0	122051	52.7628	-114.472	1390	1725	2	60	299950
42687	3	1.5	1090	9605	1.0	0	0	4	6	1090	0	1969	0	122024	52.5909	-114.218	1160	10487	2	76	185000
42686	6	2.75	2410	10763	1.0	0	0	5	7	1310	1100	1957	0	122070	52.6729	-114.472	1310	10746	2	68	320000
42607	2	2.5	1860	3504	2.0	0	0	3	7	1860	0	2000	0	122058	53.006	-114.429	1860	4246	2	54	380000
42573	3	2.25	1670	7150	2.0	0	0	4	7	1670	0	1990	0	122035	52.5903	-114.278	1570	7040	1	78	282500
42704	4	1.5	2720	37258	2.0	0	0	3	10	2720	0	1994	0	122037	52.9702	-114.225	3270	39714	3	50	632500
42630	3	2.0	1960	8846	1.0	0	3	4	6	980	980	1940	0	122063	52.7401	-114.436	2190	6363	2	79	360000
42572	2	1.5	1360	1934	2.0	0	0	4	7	1360	0	1978	0	122023	52.5157	-114.379	1360	1898	3	56	150000
42589	3	2.25	1590	929	2.0	0	0	3	9	1060	530	2014	0	122044	52.8472	-114.5	1510	1193	3	64	665000
42705	4	2.5	3190	9856	2.0	0	0	3	8	3190	0	1979	0	122046	52.6745	-114.316	2260	7996	2	57	387500
42574	4	2.5	2240	7540	1.0	0	0	3	8	1540	700	1962	0	122006	52.9265	-114.498	1960	7250	3	58	654000
42720	2	2.25	1660	2748	2.0	0	0	3	7	1660	0	1995	0	122042	52.6633	-114.402	1620	3167	1	54	235000
42602	4	2.5	2780	13521	2.0	0	0	3	10	2780	0	1987	0	122019	52.8674	-114.232	2980	11454	2	63	715000
42531	3	1.75	2430	14607	1.0	0	1	3	8	1230	1200	1949	1970	122057	52.7888	-114.401	2750	17425	3	59	762400
42635	3	2.0	1810	7209	1.0	0	0	4	7	1240	570	1978	0	122066	52.5956	-114.468	1750	7209	2	59	260000
42705	2	1.0	860	7102	1.0	0	0	3	6	860	0	1947	0	122050	52.9342	-114.559	1450	7102	1	65	340000
42599	4	1.75	2020	9750	1.0	0	0	3	7	1100	920	1975	0	122019	52.8492	-114.245	1670	9600	3	74	390000
42579	3	2.5	1970	6295	2.0	0	0	3	7	1970	0	2011	0	122008	52.7458	-114.064	2710	6009	2	57	530000
42581	4	2.0	1450	5456	1.0	0	0	5	7	1450	0	1951	0	122059	52.7742	-114.487	980	6100	1	75	393000
42509	4	3.0	2690	28300	1.0	0	0	3	8	2690	0	1954	1999	122031	52.6758	-114.533	2820	27100	2	73	675000
42586	4	3.75	4100	61419	2.0	0	0	3	9	4100	0	2014	0	122011	52.7926	-114.195	2010	32362	1	77	1350000
42510	4	2.75	2290	6120	2.0	0	0	4	7	2170	120	1926	0	122006	52.9046	-114.517	1910	4590	1	58	1000000
42602	3	2.5	1639	2710	2.0	0	0	3	8	1479	160	2003	0	122054	52.8224	-114.484	1580	1733	2	71	450000
42581	3	1.5	1900	9737	1.0	0	0	4	7	1200	700	1968	0	122067	52.6425	-114.397	1670	9737	3	63	275000
42599	2	1.0	970	4800	1.0	0	0	3	6	970	0	1911	1940	122009	52.8054	-114.604	1180	5900	3	56	313300
42644	4	2.5	1930	7862	2.0	0	0	3	7	1930	0	1994	0	122024	52.5944	-114.23	1640	9145	2	53	339500
42572	3	1.75	1690	3449	1.0	0	0	3	7	1690	0	1987	0	122042	52.7019	-114.381	1530	4093	2	55	289000
42676	4	2.5	2130	10375	2.0	0	0	4	8	2130	0	1986	0	122046	52.6681	-114.35	2220	8508	1	55	435000
42518	3	2.0	2590	54014	2.0	0	0	3	8	1980	610	1988	0	122024	52.6388	-114.245	3170	108900	2	50	503000
42560	5	3.25	2850	4551	2.0	0	0	3	8	2370	480	2006	0	122015	52.7216	-114.334	2850	4849	2	53	535000
42553	3	1.5	1520	9041	1.0	0	0	4	7	1520	0	1954	0	122048	52.8458	-114.403	3260	10020	1	76	810000
42531	4	2.5	3170	10688	2.0	0	2	3	9	3170	0	2001	0	122039	52.5479	-114.447	3100	12610	3	57	455000
42506	3	2.0	1700	4250	1.0	0	0	3	6	890	810	1944	0	122032	52.8842	-114.575	1440	4250	3	63	410000
42722	5	2.75	3630	30570	2.0	0	0	3	11	3630	0	2000	0	122046	52.6543	-114.287	3620	41965	3	54	633000
42720	3	1.0	1010	14510	1.0	0	0	5	7	1010	0	1974	0	122035	52.5737	-114.268	2020	44866	3	69	270000
42607	6	2.25	3140	10250	1.0	0	0	4	8	1570	1570	1959	0	122049	52.8416	-114.359	2320	10250	2	78	740000
42704	3	1.0	1240	7300	1.0	0	0	3	7	1240	0	1968	0	122010	52.9075	-114.358	1240	8260	1	74	420000
42551	2	1.0	900	13531	1.0	0	0	3	6	900	0	1979	0	122039	52.4916	-114.441	1767	8308	2	75	174000
42690	3	1.75	1810	7950	1.0	0	0	4	7	1810	0	1968	0	122029	52.8536	-114.307	1680	7725	2	74	443000
42718	2	1.75	1170	4887	1.0	0	0	3	6	1020	150	1929	0	122007	52.925	-114.556	1170	5441	3	50	459000
42678	4	2.5	2980	12764	2.0	0	0	3	10	2980	0	1994	0	122020	52.8157	-114.217	3080	9810	1	68	649000
42564	4	2.5	2846	85377	1.5	0	0	3	8	1976	870	2000	0	122039	52.547	-114.471	1696	57934	2	77	482000
42658	3	2.25	1440	10500	1.0	0	0	3	8	1130	310	1983	0	122018	52.548	-114.581	1510	8125	2	68	246000
42632	3	1.5	1050	5525	1.0	0	0	5	6	1050	0	1969	0	122035	52.5908	-114.273	1100	5200	3	63	195000
42551	1	0.75	370	1801	1.0	0	0	5	5	370	0	1923	0	122007	52.9078	-114.579	1340	5000	2	61	276000
42537	5	2.75	3010	12611	2.0	0	0	3	10	3010	0	1994	0	122005	52.926	-114.292	2890	9456	2	61	837700
42650	3	1.5	1640	2720	1.5	0	0	3	8	1640	0	1929	0	122006	52.9169	-114.507	1490	4375	3	67	475000
42573	5	2.5	2840	15598	1.0	0	0	4	8	1470	1370	1975	0	122015	52.6993	-114.307	2570	14930	2	69	375000
42678	3	2.25	1650	10336	1.0	0	0	3	7	1500	150	1962	0	122038	53.0057	-114.54	1420	10260	1	51	290000
42616	5	3.5	3560	5008	2.0	0	0	3	8	2810	750	2013	0	122034	52.7842	-114.549	2910	5026	2	61	616950
42539	3	1.0	1210	4731	1.5	0	0	3	7	1210	0	1901	0	122007	52.9165	-114.587	1450	5264	1	74	285000
42603	3	2.0	2730	15677	2.5	0	3	3	9	2730	0	1976	0	122031	52.6912	-114.555	2040	12209	3	75	565000
42663	3	1.0	1070	4600	1.0	0	0	3	7	950	120	1930	0	122009	52.7927	-114.573	1090	4600	3	75	500000
42643	3	2.25	1230	1097	3.0	0	0	3	8	1230	0	2009	0	122026	52.8997	-114.562	1420	1437	2	51	440000
42671	1	1.0	710	6000	1.5	0	0	3	6	710	0	2015	0	122054	52.8056	-114.506	1440	4800	3	57	385195
42553	4	4.25	4930	25714	2.0	0	0	3	12	4930	0	2005	0	122023	52.5369	-114.338	3620	23035	1	71	835000
42665	3	2.0	1160	1174	2.0	0	0	3	7	790	370	2007	0	122034	52.7525	-114.547	1160	994	2	69	230000
42651	2	0.75	440	8313	1.0	1	3	4	5	440	0	1943	0	122069	52.6639	-114.702	880	26289	3	78	290000
42686	3	1.0	1200	7500	1.0	0	0	3	6	1200	0	1905	1989	122063	52.7221	-114.465	1010	7000	3	76	210000
42585	5	1.75	2850	11860	1.0	0	0	3	9	2850	0	1951	0	122014	52.9803	-114.47	2640	11604	3	74	750000
42559	3	2.5	2650	9380	1.0	0	0	5	8	1680	970	1975	0	122014	53.0056	-114.463	2310	9600	1	72	590000
42553	3	1.75	1770	8868	1.0	0	0	4	7	1770	0	1959	0	122072	52.5488	-114.402	1630	9706	3	64	250000
42683	3	2.0	1720	4200	2.0	0	0	3	8	1720	0	1908	1992	122047	52.8585	-114.491	1720	4200	3	53	713500
42525	2	1.0	1190	7408	1.0	0	0	3	6	830	360	1941	0	122056	52.7394	-114.5	1140	7408	2	70	229000
42606	3	1.5	1190	8726	1.0	0	0	3	7	1190	0	1956	0	122052	52.7187	-114.533	1390	8741	1	66	195000
42497	4	3.25	3820	24166	2.0	0	1	4	11	3310	510	1990	0	122057	52.7563	-114.417	2900	18786	1	72	1250000
42568	3	2.25	1940	217800	2.0	0	0	3	9	1940	0	1990	0	122036	52.7936	-114.122	2580	83558	3	55	529000
42679	2	1.5	1010	10005	2.0	0	0	3	7	1010	0	1981	0	122053	52.7418	-114.379	1210	7794	2	61	310000
42622	3	2.25	1780	1429	3.0	0	0	3	8	1570	210	2007	0	122061	52.8713	-114.536	1470	1799	1	64	620000
42545	3	1.0	1970	22144	1.0	0	0	4	7	1970	0	1970	0	122008	52.7534	-114.031	1970	13500	1	63	454000
42641	2	1.0	1520	5400	1.0	0	0	3	7	920	600	1951	0	122006	52.9096	-114.469	1600	5400	3	54	619950
42726	4	3.5	2710	1569	2.0	0	0	4	8	2040	670	1997	0	122059	52.7891	-114.492	2500	5722	3	55	539500
42711	3	1.75	3000	5413	2.0	0	0	4	8	1900	1100	1963	0	122006	52.9262	-114.502	1550	5413	1	53	523000
42707	5	2.25	2940	38009	1.0	0	0	3	8	1700	1240	1977	0	122037	52.9953	-114.267	2620	38300	1	66	528000
42615	2	1.75	2470	5562	1.0	0	3	4	7	1140	1330	1916	0	122064	52.7899	-114.568	1790	5175	3	73	597000
42559	4	2.25	2380	17199	2.0	0	0	3	8	1530	850	1979	0	122058	52.9968	-114.46	2280	11529	3	58	470000
42547	4	1.0	1390	18000	1.0	0	0	3	7	1390	0	1955	2013	122066	52.6185	-114.474	1390	18000	3	69	234000
42725	4	3.0	2320	4468	2.0	0	0	3	8	2160	160	1999	0	122011	52.776	-114.199	2330	3541	2	80	637500
42578	4	2.5	2380	9362	2.0	0	0	3	8	2380	0	2000	0	122018	52.5448	-114.539	2190	9840	1	67	340000
42732	5	3.25	5620	12672	2.0	0	0	4	11	4140	1480	1916	0	122054	52.8086	-114.477	4470	8050	2	63	2500000
42725	4	2.0	1540	5000	1.5	0	0	4	7	1540	0	1913	0	122004	52.9013	-114.49	1790	4000	3	73	550000
42719	4	2.75	2200	5207	1.0	0	0	5	7	1120	1080	1951	0	122038	52.97	-114.533	1210	6008	1	79	370000
42494	3	1.5	2160	9000	1.0	0	2	4	8	1400	760	1949	0	122050	52.9541	-114.559	3010	9000	2	75	650000
42531	3	1.0	890	7200	1.0	0	0	3	7	890	0	1951	0	122022	52.94	-114.476	1630	7455	2	77	371000
42690	2	1.5	680	772	2.0	0	0	3	7	680	0	2005	0	122028	52.925	-114.533	690	1059	3	71	239000
42529	2	2.0	1030	21712	1.0	0	0	4	6	1030	0	1938	0	122056	52.7205	-114.521	1790	9199	2	62	212500
42664	4	1.5	2040	6900	2.0	0	0	3	9	2040	0	1903	0	122047	52.8488	-114.475	3150	8220	3	61	825000
42584	4	1.0	1360	5766	1.5	0	0	5	7	1360	0	1951	0	122006	52.9127	-114.479	1500	5704	3	52	540000
42616	3	2.0	1760	9900	1.0	0	0	4	7	1760	0	1943	0	122031	52.7083	-114.528	1190	9900	2	59	229000
42567	4	3.25	3190	11774	2.0	1	4	3	8	2610	580	1956	1991	122063	52.7333	-114.415	2240	8725	2	63	1100000
42650	3	1.0	910	3880	1.0	0	0	3	7	780	130	1942	0	122007	52.9162	-114.582	1220	3880	3	50	465000
42655	4	1.75	2060	9828	1.0	0	0	4	8	2060	0	1960	0	122049	52.8167	-114.364	2260	9996	1	68	640000
42616	2	1.75	1030	1066	2.0	0	0	3	7	765	265	2006	0	122016	52.7694	-114.577	1030	1106	1	72	335000
42502	7	4.0	3440	8100	2.0	0	0	3	7	3440	0	1970	0	122028	52.9281	-114.539	1420	1560	1	62	550000
42511	4	3.0	4260	18687	2.0	0	0	3	11	4260	0	1996	0	122020	52.8174	-114.172	3490	16772	1	78	1000000
42559	3	1.5	1270	1413	3.0	0	0	3	8	1270	0	2007	0	122006	52.9289	-114.507	1270	1413	3	50	440000
42715	4	2.0	1780	5043	1.0	0	0	3	7	870	910	1993	0	122038	52.9345	-114.532	1350	5044	3	67	305000
42540	2	2.0	1680	5756	2.0	0	0	4	7	1680	0	1910	0	122072	52.5365	-114.412	1340	5447	3	67	210000
42578	2	1.0	770	11250	1.0	0	0	3	7	770	0	1918	0	122044	52.8402	-114.489	960	4800	1	64	497000
42558	4	3.0	3580	9316	2.5	0	0	3	10	2370	1210	1991	0	122030	52.825	-114.323	2580	9242	3	58	711600
42679	4	1.0	1650	9750	1.0	0	0	4	7	1650	0	1964	0	122015	52.7291	-114.354	1650	10112	3	67	282500
42664	3	1.0	1270	6900	1.0	0	0	3	7	1270	0	1977	0	122033	52.9579	-114.382	1480	7280	1	64	379950
42571	4	2.5	2590	5756	2.0	0	0	3	8	2590	0	2001	0	122008	52.7656	-114.065	2620	6109	1	51	576000
42530	3	1.0	970	7742	1.0	0	0	4	6	970	0	1967	0	122040	52.5473	-114.517	970	7650	3	59	219900
42699	4	3.5	3050	7020	2.0	0	3	3	9	2050	1000	1984	0	122064	52.801	-114.564	2170	5900	3	52	750000
42600	2	1.0	1480	6210	1.0	0	0	3	7	1080	400	1950	0	122038	53.004	-114.541	1290	7509	1	77	331000
42631	4	2.5	3720	35000	2.0	0	0	3	10	3720	0	1983	0	122021	52.9882	-114.32	3720	35000	1	71	828500
42530	3	2.5	2510	6320	2.0	0	0	3	9	2510	0	1996	0	122020	52.8168	-114.223	2518	5819	3	60	659000
42560	2	2.0	2930	14057	1.0	0	2	4	8	1680	1250	1980	0	122069	52.6325	-114.653	2234	61011	3	64	545000
42645	4	2.75	3390	16153	1.0	0	0	4	7	1970	1420	1961	0	122067	52.6254	-114.374	2530	8495	1	69	350000
42517	2	1.0	740	9003	1.0	0	0	3	5	740	0	1949	0	122067	52.6517	-114.387	1230	8050	1	76	157500
42564	3	1.75	1630	1500	3.0	0	0	3	8	1630	0	2014	0	122028	52.8836	-114.544	1570	1335	3	53	610000
42491	3	2.5	2390	6550	1.0	0	2	4	8	1440	950	1955	0	122009	52.8014	-114.598	2010	6550	1	73	750000
42574	5	2.75	2060	8906	1.0	0	0	4	7	1220	840	1978	0	122051	52.7658	-114.479	1840	8906	2	70	415000
42568	5	2.5	3860	42733	1.0	0	3	4	8	2300	1560	1955	0	122039	52.5417	-114.444	2520	19353	2	74	430000
42551	3	1.0	1150	6000	1.5	0	0	3	7	1150	0	1927	0	122025	52.7263	-113.977	1210	7700	1	78	307000
42581	3	1.75	1800	5700	1.0	0	0	4	8	1000	800	1941	0	122003	52.8791	-114.557	1680	5350	3	55	749950
42505	3	2.0	1020	1204	2.0	0	0	3	7	720	300	2004	0	122064	52.7745	-114.566	1360	1506	1	57	238000
42571	2	1.0	1650	5106	1.0	0	0	3	7	1090	560	1960	0	122006	52.9292	-114.499	1300	6947	3	79	435000
42670	3	1.0	1250	7320	1.0	0	0	3	7	1250	0	1968	0	122015	52.7374	-114.353	1770	7320	3	65	309500
42663	3	1.75	1240	7560	1.0	0	0	3	8	1070	170	1967	0	122040	52.563	-114.49	1650	7560	3	73	222000
42678	5	2.0	2270	2400	2.0	0	0	3	7	2270	0	1905	0	122044	52.8351	-114.509	1320	2400	1	51	631000
42594	4	2.5	2450	7700	1.0	0	0	3	8	1250	1200	1958	0	122057	52.8031	-114.402	2450	8000	2	56	715000
42712	3	2.25	1290	1182	2.0	0	0	3	8	1000	290	2006	0	122013	52.867	-114.517	1300	1169	3	70	525000
42690	3	1.75	2090	7667	1.0	0	2	3	7	1200	890	1952	0	122006	52.9307	-114.502	1480	7666	1	58	489000
42606	2	1.5	1020	1275	3.0	0	0	3	8	1020	0	2008	0	122028	52.9303	-114.536	980	1415	2	51	290000
42557	3	1.5	1180	7300	1.0	0	0	4	7	1180	0	1968	0	122072	52.5157	-114.387	2030	8424	3	55	209950
42617	4	3.25	3770	982998	2.0	0	0	3	10	3770	0	1992	0	122046	52.644	-114.277	2290	37141	1	79	998000
42686	4	2.5	2250	14440	1.0	0	0	3	7	1550	700	1967	0	122012	52.7521	-114.235	2090	11400	2	61	496500
42547	4	2.75	2300	37533	1.0	0	3	5	8	1550	750	1979	0	122069	52.6014	-114.621	2130	10092	1	62	453000
42545	2	1.75	1670	4008	1.0	0	0	3	9	1670	0	2005	0	122011	52.7839	-114.191	2330	3752	1	66	565000
42508	5	2.0	3370	5000	1.5	0	0	4	7	2140	1230	1907	0	122061	52.8673	-114.54	1920	3200	1	75	762000
42495	4	2.5	2110	13850	2.0	0	0	3	9	2110	0	1987	0	122012	52.7797	-114.267	2520	10194	2	50	606000
42663	3	2.5	1780	4000	2.0	0	0	4	8	1780	0	1995	0	122011	52.7977	-114.193	1730	4000	2	79	459000
42627	3	1.75	1300	2446	1.0	0	3	3	8	880	420	1961	0	122044	52.8371	-114.475	2440	5051	2	61	676500
42693	3	1.75	1770	8240	1.0	0	0	4	7	1240	530	1978	0	122018	52.5366	-114.568	2060	8250	2	59	280000
42531	4	2.0	2090	3610	1.5	0	0	5	7	1790	300	1927	0	122006	52.9181	-114.503	1660	3767	3	55	619400
42624	4	2.75	2640	4000	2.0	0	0	5	8	1730	910	1925	0	122006	52.9027	-114.487	1530	3740	2	58	895000
42615	2	1.5	1920	6250	1.0	0	0	3	7	1060	860	1937	0	122032	52.8797	-114.583	2070	6250	3	55	495000
42574	4	2.5	1770	5000	2.0	0	0	3	7	1770	0	2004	0	122024	52.5803	-114.195	2080	5100	2	75	291500
42673	4	2.5	2060	8451	2.0	0	0	3	8	2060	0	1995	0	122038	52.9468	-114.523	2060	9460	3	80	543000
42593	4	2.5	1960	3543	2.0	0	0	3	7	1960	0	2004	0	122053	52.7149	-114.374	2420	3646	2	64	325000
42539	3	2.0	1730	38884	1.0	0	0	3	8	1730	0	1997	0	122024	52.6464	-114.141	2130	91040	2	77	470000
42547	4	3.5	4150	16197	2.0	0	0	3	10	4150	0	2006	0	122040	52.5723	-114.373	3618	15210	2	62	550000
42516	3	1.75	1320	6205	1.0	0	0	5	7	1320	0	1948	0	122038	52.9712	-114.533	1210	6205	3	52	313000
42697	3	1.0	1230	10170	1.0	0	0	3	7	1230	0	1979	0	122025	52.6737	-113.962	1380	10098	3	56	255000
42711	4	2.75	3800	9606	2.0	0	0	3	9	3800	0	2008	0	122017	52.9668	-114.398	3400	9677	3	52	730000
42530	3	1.75	2040	7281	1.0	0	0	3	7	1020	1020	1962	0	122070	52.6981	-114.472	1740	7527	1	71	253000
42662	3	1.75	2130	7500	1.0	0	0	4	7	1090	1040	1956	0	122031	52.6893	-114.533	1590	7500	3	54	350000
42623	3	2.5	2150	15304	2.0	0	0	4	9	2150	0	1979	0	122027	52.7873	-114.326	2540	10507	1	71	649950
42601	3	1.0	2230	8163	1.0	0	0	3	7	1230	1000	1966	0	122051	52.7515	-114.465	2380	6874	1	62	235000
42608	3	2.25	2430	8327	1.0	0	0	4	9	1430	1000	1978	0	122027	52.7834	-114.35	2550	10427	1	64	690000
